feature,importance
hsa-mir-3122,2.1261548087
hsa-mir-1244-2,2.1098209943
hsa-mir-548u,2.0628457699
hsa-mir-646,1.9978266972
hsa-mir-1282,1.9410166659
hsa-mir-4310,1.8726127148
hsa-mir-568,1.8553053094
hsa-mir-1207,1.8455032269
hsa-mir-548i-4,1.8424288095
hsa-mir-1255b-2,1.8424288095
hsa-mir-1302-5,1.8424288095
hsa-mir-4315-1,1.8384685436
hsa-mir-4295,1.8335556421
hsa-mir-4289,1.8252730558
hsa-mir-1281,1.8142957677
hsa-mir-635,1.8055623633
hsa-mir-1184-1,1.7908031862
hsa-mir-644,1.7866454472
hsa-mir-4260,1.7741080652
hsa-mir-1973,1.7141167526
hsa-mir-448,1.6681930655
hsa-mir-4292,1.6444496395
hsa-mir-325,1.6304338109
hsa-mir-637,1.6141232739
hsa-mir-623,1.6077970771
hsa-mir-548i-1,1.6063860621
hsa-mir-4258,1.6009587712
hsa-mir-4301,1.5911141797
hsa-mir-3621,1.5869974025
hsa-mir-1208,1.5768289223
hsa-mir-3118-1,1.5448197689
hsa-mir-595,1.5366856096
hsa-mir-1972-1,1.5203680803
hsa-mir-3683,1.5004142709
hsa-mir-553,1.4989742631
hsa-mir-2909,1.471853414
hsa-mir-1285-2,1.4618669946
hsa-mir-1470,1.4461403465
hsa-mir-4296,1.4459373626
hsa-mir-3141,1.4419866689
hsa-mir-591,1.4319237158
hsa-mir-4257,1.4176564484
hsa-mir-4313,1.3938270587
hsa-mir-3119-1,1.3799938215
hsa-mir-1200,1.3637799518
hsa-mir-2861,1.3544375492
hsa-mir-648,1.3266813881
hsa-mir-630,1.2858878154
hsa-mir-571,1.2839268449
hsa-mir-4263,1.280410732
hsa-mir-3913-2,1.2767418855
hsa-mir-1298,1.2706830512
hsa-mir-1268,1.2601210438
hsa-mir-4314,1.2573661467
hsa-mir-1297,1.2526940153
hsa-mir-1233-1,1.2125010305
hsa-mir-1469,1.1650439344
hsa-mir-4276,1.1620649581
hsa-mir-569,1.1549694358
hsa-mir-634,1.1511592923
hsa-mir-4298,1.1327123929
hsa-mir-554,1.1291646607
hsa-mir-1204,1.117460038
hsa-mir-4261,1.1111703048
hsa-mir-4281,1.0871768761
hsa-mir-4300,1.0864588039
hsa-mir-661,1.0821680439
hsa-mir-548f-5,1.077501739
hsa-mir-4330,1.0725143395
hsa-mir-619,1.0670271988
hsa-mir-762,1.0627591459
hsa-mir-4317,1.0569324673
hsa-mir-3159,1.0567007252
hsa-mir-1184-2,1.0541770361
hsa-mir-1203,1.043137794
hsa-mir-320b-1,1.0385516567
hsa-mir-1233-2,1.0116071075
hsa-mir-601,0.9962325965
hsa-mir-764,0.9938894323
hsa-mir-3182,0.9930177912
hsa-mir-4277,0.9867606644
hsa-mir-4309,0.9843666976
hsa-mir-761,0.969737485
hsa-mir-1321,0.9582771024
hsa-mir-1302-8,0.9064796321
hsa-mir-4293,0.9064796321
hsa-mir-3666,0.8934149258
hsa-mir-4290,0.8826377791
hsa-mir-548aa-1,0.8784957909
hsa-mir-548c,0.853333282
hsa-mir-1912,0.8351520586
hsa-mir-548i-3,0.8172199925
hsa-mir-4321,0.8017262417
hsa-mir-103-2-as,0.8011227949
hsa-mir-4302,0.783305813
hsa-mir-3671,0.7753190155
hsa-mir-1471,0.7750720453
hsa-mir-941-3,0.7722814153
hsa-mir-4323,0.7611587585
hsa-mir-1206,0.7593229239
hsa-mir-3910-1,0.7397869015
hsa-mir-4320,0.7340057293
hsa-mir-4264,0.7184282841
hsa-mir-1299,0.7168208219
hsa-mir-548z,0.7160377712
hsa-mir-583,0.7046370267
hsa-mir-4288,0.6966466684
hsa-mir-4297,0.6910825195
hsa-mir-548i-2,0.6758285958
hsa-mir-563,0.6595527884
hsa-mir-1972-2,0.6579728835
hsa-mir-2052,0.6579728835
hsa-mir-2053,0.6579728835
hsa-mir-4299,0.6579728835
hsa-mir-548f-3,0.6324243523
hsa-mir-4312,0.6299954622
hsa-mir-1274a,0.6184435041
hsa-mir-1911,0.6118284951
hsa-mir-3670,0.6056867831
hsa-mir-3713,0.6056867831
hsa-mir-593,0.5917750488
hsa-mir-1261,0.5894360893
hsa-mir-4308,0.5872642647
hsa-mir-4325,0.5852345129
hsa-mir-3134,0.5752696007
hsa-mir-1264,0.5732295099
hsa-mir-562,0.5729631574
hsa-mir-548g,0.5582825713
hsa-mir-4253,0.5582825713
hsa-mir-4283-1,0.5582825713
hsa-mir-4305,0.5582825713
hsa-mir-3123,0.5582825713
hsa-mir-4265,0.5545498592
hsa-mir-4256,0.5519768815
hsa-mir-4327,0.5466004713
hsa-mir-4282,0.5281839256
hsa-mir-4268,0.5281839256
hsa-mir-557,0.5260841417
hsa-mir-1183,0.5254233162
hsa-mir-4280,0.5028160051
hsa-mir-548h-1,0.4593839215
hsa-mir-4324,0.428534716
hsa-mir-548a-1,0.3648196824
hsa-mir-1244-3,0.3639803129
hsa-mir-103-1-as,0.355250913
hsa-mir-4273,0.3366324617
